UserID,Date,TransactionType,Amount
750,2023-09-27,Investment,518.11
413,2023-06-25,Investment,501.72
275,2023-08-07,Salary,740.83
66,2024-11-28,Investment,365.25
113,2024-01-20,Shopping,525.26
141,2024-08-15,Salary,203.97
377,2023-07-12,Shopping,247.88
751,2024-08-17,Shopping,630.7
560,2023-04-19,Investment,686.02
156,2023-08-16,Investment,544.84
177,2024-05-06,Loan Payment,731.23
57,2024-04-12,Investment,531.07
738,2023-06-12,Groceries,56.05
330,2024-07-29,Shopping,310.01
155,2025-02-23,Groceries,675.82
249,2024-06-21,Loan Payment,548.96
434,2023-08-29,Salary,374.53
600,2024-10-22,Salary,509.22
51,2024-06-21,Loan Payment,198.83
966,2024-12-23,Shopping,896.23
548,2023-12-15,Groceries,550.81
716,2024-04-06,Shopping,876.16
455,2024-07-22,Shopping,261.37
292,2023-12-14,Investment,726.8
425,2023-03-27,Groceries,526.03
184,2023-07-28,Salary,553.97
778,2023-11-18,Investment,751.35
386,2024-06-16,Shopping,980.05
56,2023-12-20,Shopping,747.94
783,2024-01-06,Loan Payment,745.81
71,2024-02-18,Groceries,627.17
594,2024-10-20,Investment,53.91
84,2025-01-20,Groceries,72.7
43,2024-02-12,Groceries,630.57
376,2024-03-28,Salary,1001.61
467,2023-04-15,Groceries,879.59
149,2023-07-16,Investment,356.43
895,2023-05-10,Investment,302.48
286,2023-06-08,Salary,638.74
792,2023-11-27,Investment,99.24
538,2023-10-23,Groceries,717.24
336,2024-03-19,Salary,654.4
811,2025-01-18,Loan Payment,386.95
165,2023-03-26,Salary,682.95
138,2023-05-21,Shopping,123.89
910,2023-08-07,Investment,808.07
800,2023-05-08,Groceries,679.87
416,2024-12-03,Groceries,134.93
634,2024-04-03,Groceries,909.01
130,2023-09-03,Salary,972.12
308,2024-04-17,Shopping,637.01
393,2025-01-23,Groceries,610.79
340,2023-07-04,Loan Payment,630.38
979,2024-05-09,Investment,293.97
905,2025-01-12,Salary,150.53
150,2023-09-16,Groceries,585.22
713,2024-12-09,Shopping,577.27
48,2024-04-23,Loan Payment,779.75
487,2023-05-06,Shopping,566.02
165,2024-01-03,Loan Payment,258.47
574,2024-05-04,Loan Payment,556.54
381,2023-10-22,Salary,475.03
700,2024-01-06,Groceries,844.88
363,2023-12-24,Salary,158.58
37,2023-07-08,Investment,417.5
589,2024-01-18,Salary,163.22
570,2024-10-06,Shopping,445.22
201,2023-12-01,Investment,792.54
394,2023-11-16,Salary,615.29
42,2024-05-12,Loan Payment,973.92
995,2024-11-28,Salary,373.46
837,2024-10-03,Salary,514.46
215,2023-11-20,Investment,195.51
281,2024-07-03,Shopping,576.85
191,2024-06-29,Salary,857.99
60,2023-06-26,Loan Payment,268.48
582,2025-02-11,Loan Payment,350.61
287,2023-09-26,Groceries,395.84
560,2024-10-21,Loan Payment,731.24
28,2024-02-05,Investment,183.85
976,2025-03-11,Shopping,628.34
104,2023-07-27,Groceries,183.43
769,2025-02-09,Loan Payment,577.14
65,2024-09-23,Investment,295.71
343,2023-09-03,Salary,39.01
546,2024-04-27,Investment,558.22
743,2024-07-13,Loan Payment,827.73
266,2024-10-20,Investment,10.4
592,2024-05-29,Salary,228.52
540,2025-02-09,Loan Payment,518.57
909,2023-06-27,Shopping,221.73
796,2024-07-25,Groceries,672.36
320,2023-10-28,Salary,155.93
495,2024-10-05,Salary,51.63
315,2024-06-22,Groceries,255.58
709,2024-07-23,Salary,815.45
130,2023-05-25,Loan Payment,670.81
897,2024-11-28,Investment,719.11
387,2024-09-24,Salary,517.84
982,2024-06-07,Investment,633.86
862,2023-06-03,Groceries,505.72
130,2023-07-19,Groceries,180.0
1,2024-01-29,Loan Payment,515.0
584,2023-08-17,Groceries,507.44
520,2023-06-07,Groceries,234.71
558,2023-05-09,Loan Payment,380.01
379,2023-05-18,Shopping,190.96
629,2024-08-24,Shopping,393.47
68,2024-08-21,Loan Payment,110.11
445,2024-02-27,Investment,530.86
753,2024-06-03,Loan Payment,544.8
843,2024-10-12,Salary,571.89
666,2024-04-14,Salary,719.92
531,2025-01-19,Groceries,288.77
47,2024-06-06,Loan Payment,312.26
729,2024-08-19,Groceries,249.57
589,2023-08-21,Shopping,360.56
681,2025-03-18,Loan Payment,240.98
482,2023-07-11,Shopping,868.44
297,2023-10-14,Groceries,481.96
378,2024-03-18,Investment,99.14
421,2024-08-31,Salary,847.58
943,2023-05-21,Shopping,534.97
270,2024-01-02,Investment,206.07
450,2024-09-14,Shopping,381.14
253,2023-12-13,Salary,448.78
310,2024-06-12,Groceries,221.87
104,2023-06-11,Groceries,541.2
281,2024-11-09,Loan Payment,922.68
19,2024-12-30,Investment,894.17
236,2024-01-24,Salary,693.26
228,2024-07-18,Salary,351.42
862,2023-09-11,Loan Payment,864.33
972,2023-10-05,Loan Payment,129.39
948,2024-06-22,Investment,956.97
667,2024-11-04,Investment,95.07
940,2024-06-23,Shopping,1030.45
213,2023-06-16,Investment,1099.77
205,2023-10-28,Loan Payment,841.99
73,2024-09-22,Investment,901.41
768,2023-11-29,Groceries,802.27
614,2024-02-09,Groceries,453.69
275,2025-03-10,Shopping,241.73
881,2024-06-05,Loan Payment,527.71
578,2024-09-08,Groceries,319.91
382,2024-06-24,Loan Payment,588.06
893,2023-07-06,Investment,574.83
143,2024-12-31,Salary,340.35
653,2023-08-26,Shopping,615.64
303,2023-09-17,Groceries,595.75
756,2023-11-09,Shopping,439.73
637,2023-07-29,Investment,590.13
59,2023-10-30,Loan Payment,747.27
177,2024-08-26,Shopping,103.79
798,2025-02-28,Shopping,529.84
332,2023-04-21,Groceries,286.56
718,2024-02-29,Salary,384.66
813,2023-09-17,Investment,541.21
942,2024-09-15,Salary,273.06
246,2024-11-24,Investment,974.38
985,2024-11-25,Investment,378.0
950,2023-09-02,Salary,531.19
33,2025-01-26,Salary,1118.17
558,2023-06-23,Salary,354.91
55,2023-06-24,Loan Payment,752.53
857,2024-05-04,Loan Payment,431.87
782,2023-08-13,Investment,457.47
722,2023-07-10,Salary,1045.55
487,2024-10-23,Salary,382.35
731,2024-12-09,Salary,632.49
583,2023-12-08,Shopping,374.72
57,2024-10-03,Loan Payment,800.04
887,2025-02-27,Investment,362.53
158,2023-09-19,Investment,609.28
23,2024-10-25,Shopping,158.57
469,2023-07-08,Salary,429.14
612,2023-05-27,Salary,602.75
402,2024-01-09,Shopping,638.43
621,2025-02-11,Shopping,890.28
300,2023-03-24,Investment,183.31
640,2024-03-10,Salary,393.89
522,2023-10-07,Investment,1006.76
364,2024-06-25,Shopping,1000.98
652,2023-07-07,Groceries,375.55
405,2024-04-11,Salary,693.05
11,2023-10-26,Salary,935.38
689,2024-04-20,Salary,278.18
209,2023-08-10,Salary,876.97
617,2024-03-03,Shopping,440.0
147,2024-07-08,Salary,186.34
289,2024-05-28,Groceries,492.12
14,2023-04-05,Salary,211.59
207,2023-09-04,Groceries,194.39
943,2023-10-23,Investment,1098.11
623,2023-05-01,Shopping,216.5
72,2023-12-05,Groceries,542.39
727,2024-04-07,Salary,474.27
328,2023-05-10,Investment,693.26
324,2023-03-30,Salary,323.85
881,2024-02-11,Groceries,248.14
672,2023-04-11,Investment,865.09
719,2024-05-17,Loan Payment,1156.55
664,2024-10-03,Loan Payment,429.89
600,2023-10-08,Shopping,43.92
297,2024-05-13,Shopping,784.43
956,2024-02-20,Salary,567.33
17,2023-09-26,Investment,650.54
650,2023-09-08,Loan Payment,622.83
104,2024-06-15,Investment,417.0
53,2023-12-10,Investment,455.87
105,2024-05-25,Groceries,92.13
522,2024-01-10,Loan Payment,985.94
631,2023-04-16,Shopping,314.55
754,2024-11-27,Shopping,523.03
56,2024-02-22,Investment,84.67
836,2024-07-31,Salary,581.02
168,2023-05-16,Investment,385.18
982,2024-01-26,Shopping,346.7
528,2024-09-15,Salary,266.06
569,2023-07-11,Groceries,474.54
602,2024-07-28,Groceries,552.14
747,2024-01-23,Salary,758.36
803,2023-12-01,Salary,722.57
789,2025-02-11,Investment,539.19
783,2024-05-20,Loan Payment,356.6
981,2023-12-19,Salary,814.08
412,2025-03-13,Loan Payment,108.88
118,2024-05-02,Groceries,735.92
107,2023-07-03,Investment,332.14
585,2024-01-12,Loan Payment,428.91
210,2024-03-20,Investment,539.2
637,2023-08-03,Shopping,447.17
696,2023-09-08,Shopping,524.9
710,2023-09-10,Investment,645.93
299,2025-03-05,Investment,419.25
51,2024-08-25,Shopping,342.19
280,2024-03-06,Groceries,838.17
685,2024-03-18,Investment,322.34
356,2024-10-20,Groceries,1117.55
925,2024-03-23,Salary,453.39
409,2024-01-10,Shopping,95.21
111,2024-04-06,Groceries,511.55
794,2024-01-30,Shopping,216.49
539,2025-02-12,Salary,738.95
240,2023-09-27,Shopping,738.84
503,2023-11-04,Investment,607.92
520,2024-02-24,Groceries,350.41
339,2024-02-20,Groceries,426.57
261,2023-06-08,Shopping,647.5
287,2023-09-02,Investment,436.68
23,2024-09-23,Loan Payment,927.13
296,2023-03-27,Salary,853.78
825,2024-01-05,Salary,1100.8
244,2024-09-22,Shopping,632.7
13,2023-11-13,Shopping,513.63
380,2023-12-05,Loan Payment,543.86
625,2024-07-01,Groceries,838.94
555,2025-01-08,Salary,322.75
329,2024-09-24,Shopping,477.51
543,2024-06-09,Investment,1205.53
951,2023-05-16,Groceries,334.39
217,2025-01-02,Groceries,526.1
667,2024-09-18,Loan Payment,189.16
998,2024-10-26,Shopping,1328.76
65,2024-06-13,Investment,33.92
157,2024-05-10,Salary,434.69
982,2023-05-26,Shopping,615.28
74,2023-04-12,Shopping,311.77
623,2024-07-05,Groceries,521.92
240,2023-05-15,Loan Payment,12.88
70,2024-02-28,Salary,389.03
630,2025-01-06,Loan Payment,850.15
805,2025-02-13,Shopping,252.29
882,2024-04-13,Investment,162.48
325,2024-02-09,Groceries,430.82
804,2024-07-24,Groceries,562.82
917,2023-04-23,Investment,331.71
397,2024-10-09,Salary,522.41
809,2025-03-11,Salary,810.5
433,2023-03-29,Salary,384.84
601,2024-12-15,Salary,560.68
793,2024-10-04,Salary,486.42
413,2025-01-10,Groceries,130.07
2,2023-07-26,Salary,441.26
420,2024-04-08,Loan Payment,187.32
785,2024-05-24,Salary,344.4
964,2024-11-11,Salary,755.96
178,2023-05-24,Loan Payment,508.83
848,2024-07-03,Shopping,654.99
247,2023-09-09,Investment,532.16
65,2025-01-25,Salary,404.35
726,2024-03-15,Investment,32.58
573,2023-12-07,Shopping,1350.05
539,2024-11-22,Groceries,145.4
12,2024-02-17,Salary,717.33
237,2023-06-01,Shopping,155.35
458,2025-01-09,Investment,582.06
987,2024-07-13,Investment,637.2
112,2023-10-31,Investment,1129.47
292,2023-04-01,Salary,24.17
873,2023-06-05,Loan Payment,528.39
555,2023-04-20,Shopping,1102.86
547,2023-05-25,Investment,734.44
336,2023-12-06,Loan Payment,653.04
122,2025-02-03,Salary,305.19
685,2023-04-02,Groceries,588.57
504,2023-04-12,Investment,428.53
449,2024-03-20,Investment,853.16
913,2024-02-22,Loan Payment,541.02
957,2024-12-24,Salary,112.69
912,2024-08-04,Shopping,598.57
2,2025-01-31,Groceries,265.7
170,2025-02-15,Loan Payment,577.96
825,2024-10-25,Salary,515.96
653,2025-02-01,Shopping,253.74
7,2023-09-03,Salary,506.01
854,2023-07-18,Groceries,1100.06
573,2023-12-09,Groceries,165.55
801,2024-02-28,Shopping,859.07
417,2024-08-05,Loan Payment,605.22
718,2025-02-01,Investment,126.61
949,2023-05-22,Shopping,421.17
474,2023-06-16,Shopping,566.35
817,2024-01-18,Salary,555.29
23,2023-10-16,Loan Payment,373.99
235,2025-03-14,Investment,146.68
216,2025-03-07,Salary,1579.84
657,2023-05-05,Groceries,84.13
257,2024-08-10,Loan Payment,231.76
979,2024-10-03,Loan Payment,738.08
67,2024-10-18,Loan Payment,622.92
625,2023-10-21,Investment,581.68
975,2024-03-17,Loan Payment,230.32
68,2024-03-16,Groceries,216.59
693,2025-01-02,Investment,623.47
591,2024-08-20,Salary,601.42
129,2023-11-07,Shopping,693.79
832,2025-03-11,Loan Payment,885.22
513,2024-10-24,Shopping,417.1
67,2024-04-27,Loan Payment,419.41
731,2025-02-04,Salary,950.13
918,2023-05-19,Shopping,640.84
452,2023-07-28,Loan Payment,685.02
229,2023-10-25,Shopping,536.18
122,2024-04-13,Shopping,471.9
294,2024-12-04,Shopping,56.37
61,2023-06-21,Shopping,1001.68
686,2025-02-09,Salary,603.83
891,2023-09-25,Investment,823.36
144,2024-01-29,Salary,830.2
55,2024-11-25,Shopping,385.76
870,2024-06-30,Salary,204.9
671,2024-10-04,Salary,124.3
112,2023-10-08,Salary,1127.47
74,2024-09-28,Salary,489.38
479,2023-10-13,Loan Payment,96.94
930,2024-06-23,Salary,297.54
412,2024-12-21,Shopping,269.19
737,2023-04-07,Groceries,470.64
993,2024-01-20,Loan Payment,231.82
956,2024-02-26,Groceries,657.28
608,2024-09-06,Loan Payment,693.77
948,2023-11-14,Investment,170.29
930,2024-03-14,Loan Payment,693.24
772,2024-11-21,Groceries,524.6
161,2023-09-20,Salary,332.34
685,2024-01-03,Groceries,308.96
87,2023-03-22,Groceries,330.01
12,2023-12-16,Salary,753.75
746,2024-01-15,Salary,452.65
649,2024-06-16,Groceries,339.18
691,2024-09-15,Groceries,868.11
481,2024-02-27,Groceries,25.82
408,2023-12-05,Salary,103.74
639,2024-11-06,Loan Payment,731.42
659,2023-03-30,Salary,500.33
416,2023-05-23,Loan Payment,36.67
167,2023-06-17,Investment,615.09
793,2025-03-04,Salary,613.69
993,2023-09-06,Groceries,369.48
745,2024-12-24,Groceries,932.1
733,2023-07-28,Salary,285.03
350,2023-10-21,Investment,742.88
387,2025-03-15,Shopping,506.66
960,2023-07-04,Salary,1333.19
735,2024-07-24,Loan Payment,97.98
173,2023-08-07,Investment,434.93
854,2023-05-06,Groceries,65.93
31,2023-05-19,Loan Payment,877.61
268,2023-06-05,Shopping,705.76
782,2023-05-25,Salary,146.12
10,2023-10-31,Investment,995.99
848,2024-05-30,Shopping,686.93
436,2024-05-15,Salary,200.47
265,2024-10-24,Salary,986.98
457,2023-12-23,Shopping,1097.41
8,2024-10-29,Groceries,617.87
637,2024-06-08,Shopping,174.25
809,2023-08-06,Loan Payment,1134.25
443,2024-04-11,Groceries,357.46
25,2025-02-09,Groceries,852.05
325,2023-04-02,Shopping,592.09
545,2024-10-25,Groceries,128.9
893,2024-08-02,Salary,630.72
495,2025-01-17,Salary,667.34
647,2024-11-27,Shopping,692.17
160,2023-12-13,Shopping,398.93
912,2025-01-12,Investment,358.05
741,2024-06-11,Shopping,543.76
345,2024-12-05,Loan Payment,559.88
169,2023-07-07,Shopping,828.25
739,2023-05-15,Salary,1153.57
492,2023-11-14,Salary,558.3
489,2024-09-07,Groceries,574.84
612,2025-02-04,Loan Payment,619.77
17,2025-01-28,Groceries,783.52
845,2023-09-05,Salary,541.02
610,2023-04-21,Loan Payment,650.75
727,2024-05-03,Investment,232.78
561,2024-10-16,Salary,816.21
178,2024-10-21,Loan Payment,710.17
123,2025-01-28,Shopping,676.59
465,2023-07-21,Investment,718.5
260,2024-06-16,Loan Payment,416.33
891,2023-07-16,Loan Payment,1115.94
69,2025-02-03,Salary,840.0
915,2023-08-22,Loan Payment,135.81
834,2024-12-26,Groceries,391.06
77,2023-04-24,Loan Payment,756.32
47,2023-06-28,Shopping,502.57
522,2024-06-08,Salary,599.26
157,2024-04-06,Loan Payment,514.8
163,2024-06-24,Shopping,716.73
861,2024-04-15,Groceries,249.29
486,2023-08-01,Salary,829.17
413,2023-12-09,Groceries,306.69
259,2024-05-20,Investment,628.53
811,2023-07-08,Salary,249.67
90,2025-02-15,Investment,1021.08
481,2024-03-11,Investment,332.15
590,2024-04-25,Shopping,588.65
599,2023-11-24,Investment,320.33
566,2023-08-25,Investment,832.6
478,2023-12-12,Shopping,295.74
814,2023-05-17,Groceries,63.45
624,2024-06-29,Loan Payment,632.21
962,2023-06-06,Loan Payment,259.34
701,2024-12-03,Loan Payment,462.41
257,2023-07-14,Loan Payment,319.27
450,2024-08-23,Shopping,401.35
188,2024-11-05,Investment,1048.72
843,2024-07-04,Salary,711.87
571,2023-10-16,Shopping,568.4
540,2023-10-24,Investment,652.99
632,2024-03-08,Shopping,282.09
800,2023-06-22,Groceries,148.03
492,2023-09-18,Loan Payment,606.46
578,2024-02-01,Groceries,213.83
649,2023-12-19,Investment,635.98
745,2024-06-07,Investment,1312.54
174,2024-06-24,Salary,742.36
445,2024-05-01,Groceries,465.66
527,2024-05-05,Loan Payment,544.33
631,2023-11-23,Shopping,785.08
529,2025-03-02,Groceries,881.46
288,2023-10-15,Shopping,590.59
830,2023-06-19,Loan Payment,335.78
22,2024-07-08,Salary,636.65
675,2023-06-18,Groceries,435.03
467,2024-07-25,Loan Payment,508.54
141,2023-06-30,Groceries,506.52
578,2023-04-12,Investment,495.03
211,2025-03-04,Loan Payment,705.0
253,2023-04-08,Loan Payment,898.28
444,2023-05-07,Salary,1162.76
260,2025-01-13,Groceries,887.16
739,2023-12-08,Investment,759.55
70,2023-08-14,Salary,268.09
144,2024-09-03,Loan Payment,238.78
425,2023-11-15,Groceries,284.78
869,2023-12-11,Investment,396.62
348,2023-10-11,Groceries,452.44
568,2024-11-28,Loan Payment,224.59
59,2023-10-18,Investment,949.18
235,2023-10-01,Shopping,864.44
191,2023-05-29,Groceries,105.61
874,2024-01-16,Loan Payment,31.77
995,2023-11-01,Investment,451.41
121,2024-07-17,Investment,631.52
25,2023-09-19,Investment,97.06
166,2023-11-07,Loan Payment,381.32
703,2024-05-21,Salary,468.26
617,2023-09-06,Shopping,871.57
250,2023-07-07,Loan Payment,481.67
623,2024-01-23,Loan Payment,275.36
896,2023-08-20,Shopping,116.65
60,2024-12-24,Shopping,723.58
235,2023-07-16,Loan Payment,38.8
845,2025-02-24,Salary,25.01
491,2023-12-19,Shopping,12.89
746,2024-06-18,Loan Payment,289.94
696,2024-01-19,Investment,6.57
364,2023-08-14,Groceries,105.07
882,2023-06-04,Groceries,911.42
647,2023-12-17,Salary,648.36
296,2024-08-21,Shopping,790.31
221,2023-11-24,Groceries,586.69
368,2023-06-21,Investment,338.02
902,2025-02-16,Groceries,98.96
395,2024-05-12,Groceries,795.16
543,2025-01-02,Loan Payment,537.77
502,2024-06-16,Shopping,357.03
879,2024-02-16,Loan Payment,108.62
880,2024-06-14,Salary,926.47
884,2023-05-13,Loan Payment,505.05
502,2024-12-04,Shopping,640.03
905,2023-11-08,Investment,737.0
911,2024-01-11,Loan Payment,557.9
307,2024-11-06,Shopping,789.38
55,2024-09-18,Loan Payment,317.75
861,2024-07-04,Salary,491.45
503,2024-12-08,Investment,813.15
38,2023-12-01,Shopping,493.6
195,2024-03-18,Salary,789.68
713,2023-07-03,Loan Payment,977.52
538,2023-09-10,Loan Payment,435.04
481,2023-04-19,Investment,218.23
351,2023-03-22,Investment,156.74
67,2024-04-17,Salary,160.23
882,2024-10-20,Shopping,269.24
468,2024-11-18,Investment,573.25
709,2024-02-21,Loan Payment,205.02
205,2023-07-02,Loan Payment,458.14
445,2023-07-24,Groceries,150.18
913,2024-08-07,Salary,678.03
440,2025-02-06,Investment,688.19
770,2023-08-13,Investment,833.51
659,2023-10-24,Groceries,319.88
643,2023-05-24,Groceries,541.9
95,2024-12-24,Investment,643.79
536,2023-06-08,Investment,937.9
423,2025-03-01,Investment,693.22
293,2024-10-05,Shopping,546.17
734,2023-09-26,Shopping,180.74
297,2023-06-27,Groceries,29.71
589,2024-03-20,Loan Payment,699.58
8,2023-12-10,Investment,193.68
320,2024-12-14,Groceries,775.47
61,2024-03-23,Loan Payment,356.21
95,2024-08-06,Salary,670.65
779,2024-08-25,Groceries,577.16
690,2023-08-28,Salary,533.58
435,2024-02-20,Investment,621.55
855,2024-09-05,Salary,810.15
466,2024-08-13,Groceries,770.46
651,2025-01-15,Loan Payment,305.38
276,2025-02-18,Loan Payment,457.59
514,2024-07-08,Shopping,548.31
241,2024-05-08,Loan Payment,376.04
740,2023-11-15,Shopping,240.56
200,2024-11-23,Groceries,666.43
902,2024-10-08,Groceries,236.33
791,2023-07-04,Shopping,700.08
416,2024-07-01,Investment,153.67
883,2024-03-24,Groceries,1177.48
869,2024-05-10,Investment,541.65
838,2024-10-27,Shopping,35.77
876,2024-12-16,Groceries,872.71
473,2024-08-13,Loan Payment,345.54
494,2024-05-10,Shopping,707.27
522,2024-11-09,Shopping,366.56
12,2024-02-20,Salary,705.33
26,2024-12-04,Shopping,480.0
508,2023-04-27,Salary,589.86
35,2025-02-08,Salary,327.12
456,2023-12-31,Investment,792.01
1,2024-01-22,Shopping,687.17
838,2024-12-25,Investment,85.75
807,2024-09-01,Investment,843.4
180,2024-06-17,Investment,123.14
145,2024-03-05,Investment,429.42
762,2024-08-05,Groceries,618.81
578,2024-05-03,Loan Payment,295.9
319,2024-10-17,Salary,687.29
847,2024-12-30,Groceries,72.45
783,2024-09-06,Groceries,93.79
529,2024-01-11,Investment,455.54
265,2023-06-14,Groceries,594.34
560,2024-10-05,Shopping,296.72
97,2024-03-20,Groceries,277.03
77,2023-05-26,Investment,268.46
766,2023-12-08,Loan Payment,508.78
989,2024-02-05,Shopping,629.4
820,2023-07-30,Groceries,423.08
833,2023-08-24,Investment,98.88
747,2023-10-14,Groceries,119.93
228,2023-12-29,Groceries,631.6
858,2023-10-11,Loan Payment,271.74
950,2025-01-30,Shopping,612.6
42,2024-05-11,Salary,120.19
66,2024-11-19,Salary,436.61
403,2023-09-17,Salary,488.26
414,2024-05-04,Loan Payment,465.83
635,2024-03-01,Groceries,1305.4
486,2024-10-30,Loan Payment,742.15
446,2024-08-10,Loan Payment,378.51
443,2023-06-27,Investment,596.35
253,2025-02-12,Salary,251.8
208,2024-01-05,Groceries,994.45
637,2023-10-18,Groceries,363.96
318,2024-02-02,Salary,471.48
901,2023-10-20,Groceries,396.55
187,2025-02-01,Salary,294.99
187,2023-04-09,Shopping,186.81
635,2024-08-04,Shopping,677.85
692,2024-03-21,Shopping,255.68
171,2023-05-19,Shopping,950.25
181,2023-12-03,Shopping,435.17
297,2023-03-29,Salary,195.04
175,2024-04-27,Shopping,959.9
282,2023-07-15,Shopping,863.82
823,2023-03-27,Investment,393.91
472,2025-03-06,Salary,412.44
687,2025-03-04,Salary,67.26
957,2024-08-29,Groceries,534.5
892,2024-03-05,Groceries,287.97
730,2023-05-03,Salary,608.99
886,2025-01-21,Loan Payment,685.12
779,2025-02-07,Shopping,4.56
547,2024-05-06,Salary,449.51
741,2023-09-05,Groceries,679.73
366,2024-03-24,Salary,245.08
724,2023-12-04,Loan Payment,355.1
413,2024-05-03,Investment,263.39
282,2023-05-31,Shopping,912.02
378,2023-05-15,Investment,592.79
509,2024-12-31,Groceries,549.05
775,2024-03-15,Loan Payment,414.71
739,2024-01-17,Salary,726.02
234,2023-12-19,Shopping,571.33
390,2025-01-09,Investment,201.22
719,2023-11-06,Loan Payment,103.19
256,2023-11-16,Loan Payment,591.84
59,2025-01-25,Loan Payment,874.12
318,2024-08-27,Loan Payment,760.42
899,2025-03-05,Loan Payment,416.3
803,2023-09-03,Investment,530.57
983,2023-07-23,Investment,689.31
890,2023-09-08,Investment,765.38
420,2024-05-24,Salary,431.42
520,2023-10-08,Loan Payment,440.81
568,2024-02-11,Shopping,133.03
304,2023-10-03,Salary,927.39
327,2024-10-03,Investment,271.52
967,2024-01-09,Loan Payment,408.2
714,2023-03-22,Loan Payment,1007.7
723,2023-05-11,Salary,543.3
649,2024-08-31,Loan Payment,768.66
139,2023-11-04,Loan Payment,22.11
716,2024-09-29,Loan Payment,650.35
562,2023-11-27,Investment,503.33
92,2024-03-06,Loan Payment,876.1
867,2023-09-11,Loan Payment,523.34
680,2023-05-09,Groceries,1076.55
342,2024-10-14,Loan Payment,366.02
972,2023-09-20,Salary,341.32
787,2023-11-03,Shopping,352.44
707,2024-09-11,Groceries,446.01
601,2023-08-06,Shopping,695.7
570,2024-01-19,Investment,340.77
521,2023-10-16,Loan Payment,184.01
94,2025-02-01,Loan Payment,458.06
492,2024-01-02,Loan Payment,536.47
868,2024-12-07,Loan Payment,409.13
690,2024-07-11,Loan Payment,903.83
511,2023-05-30,Investment,493.44
882,2024-10-01,Loan Payment,712.17
57,2023-07-12,Groceries,565.52
731,2025-01-31,Groceries,886.66
373,2023-06-11,Salary,718.65
108,2024-06-12,Groceries,677.77
620,2023-03-25,Loan Payment,547.63
780,2024-11-04,Shopping,846.8
235,2024-07-05,Salary,304.43
857,2023-12-12,Salary,513.46
704,2023-09-12,Salary,937.38
348,2023-12-06,Salary,770.63
348,2024-03-20,Salary,236.0
577,2023-09-10,Loan Payment,580.75
308,2024-04-21,Salary,654.21
158,2024-06-30,Groceries,965.19
554,2024-02-25,Shopping,620.44
72,2025-03-18,Shopping,64.25
530,2024-01-26,Loan Payment,647.67
652,2023-09-23,Salary,201.47
734,2025-03-02,Investment,865.44
77,2025-02-21,Salary,807.38
364,2023-07-09,Shopping,58.99
221,2023-11-16,Loan Payment,805.32
437,2024-07-10,Groceries,552.41
14,2023-08-10,Loan Payment,552.97
500,2023-07-16,Loan Payment,518.31
550,2024-02-13,Shopping,13.26
385,2023-11-10,Investment,172.93
308,2023-06-20,Investment,457.33
8,2023-11-05,Shopping,322.69
709,2025-02-04,Investment,632.02
654,2024-08-14,Investment,381.99
51,2024-12-20,Shopping,271.27
5,2023-07-11,Loan Payment,271.89
767,2024-10-23,Shopping,381.92
949,2024-03-03,Salary,405.68
640,2025-03-03,Shopping,21.33
724,2023-07-06,Shopping,679.12
793,2023-09-23,Groceries,159.07
701,2024-03-28,Investment,686.88
648,2025-01-19,Salary,1043.1
592,2024-08-07,Groceries,275.18
383,2024-04-04,Shopping,601.33
567,2023-12-09,Loan Payment,119.21
609,2023-06-14,Loan Payment,960.85
215,2024-02-27,Loan Payment,416.84
503,2024-08-09,Shopping,645.41
245,2023-11-29,Loan Payment,759.27
848,2024-01-03,Shopping,312.26
390,2024-07-14,Salary,782.51
278,2024-04-05,Salary,852.94
999,2024-03-26,Loan Payment,780.82
327,2025-01-04,Loan Payment,733.08
489,2023-06-12,Groceries,643.04
1000,2024-01-22,Salary,353.05
424,2024-07-05,Loan Payment,124.91
259,2023-12-31,Investment,563.24
307,2024-04-23,Groceries,875.19
774,2024-12-03,Loan Payment,824.61
785,2023-10-28,Loan Payment,587.14
337,2024-12-25,Loan Payment,473.97
563,2023-04-17,Groceries,840.27
39,2023-12-21,Loan Payment,454.36
236,2023-05-16,Loan Payment,857.33
179,2024-06-10,Investment,455.94
574,2025-03-12,Loan Payment,274.86
490,2024-11-11,Salary,592.63
987,2024-10-12,Investment,974.74
25,2024-12-21,Loan Payment,78.18
931,2024-10-20,Salary,954.49
554,2024-08-20,Investment,51.49
317,2023-08-01,Investment,811.73
486,2024-12-15,Shopping,659.03
232,2023-04-15,Investment,923.71
942,2025-01-12,Investment,519.06
221,2025-01-21,Investment,328.86
271,2024-06-20,Groceries,443.81
464,2024-11-20,Groceries,921.71
93,2024-07-27,Salary,645.27
309,2023-05-23,Investment,587.17
120,2024-04-20,Investment,721.86
875,2025-01-30,Shopping,747.34
197,2024-04-11,Loan Payment,524.81
971,2023-12-25,Salary,477.66
990,2023-04-22,Investment,680.52
255,2024-08-16,Groceries,235.65
620,2023-09-19,Loan Payment,141.79
393,2023-06-17,Investment,341.35
131,2023-07-12,Salary,367.92
612,2025-01-09,Salary,392.26
802,2024-11-20,Salary,590.65
617,2025-02-19,Loan Payment,72.46
412,2024-07-23,Shopping,614.06
614,2023-04-26,Investment,1000.31
813,2023-11-20,Shopping,826.3
331,2024-06-18,Loan Payment,445.09
65,2024-02-06,Shopping,321.21
495,2023-04-21,Groceries,995.43
